,QuestionId,UserId,GroupId,QuizId,Gender,IsCorrect,PremiumPupil,Age,DateAnswered,Confidence,Clusters_Kprot,Clusters_g_scipy,Clusters_g_ls,Clusters_g_la,Clusters_g_lc,Category1
943724,210,4418,370,84,1,0,False,11.0,20191111,0.0,2,1,0,2,2,Algebra
1044687,190,1398,339,73,0,1,False,0.0,20191013,100.0,2,2,0,1,1,Number
871454,850,4422,149,9,2,1,False,11.0,20191125,0.0,2,2,0,2,2,Algebra
1064475,281,2183,282,25,0,1,False,0.0,20191201,0.0,2,2,0,1,1,Number
861809,769,2921,53,30,2,1,False,11.0,20191118,0.0,2,2,0,1,1,Number
1311045,310,199,36,109,0,0,False,0.0,20191215,25.0,2,1,0,1,1,Number
56132,57,364,150,98,2,1,False,11.0,20200415,0.0,0,2,0,2,1,Number
267650,238,5391,195,62,0,1,False,0.0,20191117,100.0,2,2,0,1,1,Number
614505,907,3324,384,105,0,1,False,0.0,20200127,0.0,1,2,0,1,1,Geometry and Measure
482606,306,1518,203,115,0,1,False,0.0,20200206,0.0,1,2,0,1,1,Algebra
676642,404,5903,283,60,0,1,False,0.0,20200119,75.0,1,2,0,1,1,Algebra
738789,634,4544,200,53,2,1,False,11.0,20191114,0.0,2,2,0,2,2,Number
258780,485,4102,99,17,1,1,True,11.0,20191028,100.0,2,2,0,2,0,Number
8102,14,3862,206,92,1,1,False,0.0,20200211,0.0,1,2,0,1,1,Geometry and Measure
919302,547,3946,314,64,0,0,False,0.0,20191024,0.0,2,1,0,1,1,Number
1338067,644,4092,310,68,2,1,False,0.0,20191021,0.0,2,2,0,1,1,Number
981203,503,3649,53,30,0,1,False,0.0,20191023,100.0,2,2,0,1,1,Geometry and Measure
591766,579,3047,352,86,1,1,False,12.0,20191209,0.0,2,2,0,0,0,Algebra
782815,566,5488,254,75,2,1,False,11.0,20191007,0.0,2,2,0,2,1,Number
922125,539,2862,6,17,2,0,True,11.0,20191111,0.0,2,1,0,2,0,Number
282259,646,2942,53,62,2,1,False,12.0,20200214,0.0,1,2,0,1,1,Number
927025,778,4318,253,47,0,0,False,0.0,20200425,25.0,0,1,0,1,1,Geometry and Measure
1110889,457,3980,305,62,1,1,False,11.0,20191116,50.0,2,2,0,2,2,Number
665154,794,5649,253,9,0,1,False,0.0,20200202,0.0,1,2,0,1,1,Algebra
1290446,711,5070,283,87,0,1,False,0.0,20200208,0.0,1,2,0,1,1,Geometry and Measure
1220050,91,1146,314,37,1,0,False,11.0,20191104,0.0,2,1,0,2,2,Algebra
419944,356,112,187,118,2,1,False,12.0,20200428,0.0,0,2,0,0,2,Number
219104,22,1163,251,53,0,0,False,0.0,20191011,50.0,2,1,0,1,1,Number
372867,6,6020,145,66,2,1,False,12.0,20200131,0.0,1,2,0,0,1,Number
427946,572,3376,187,50,2,0,False,11.0,20191211,0.0,2,1,0,2,1,Algebra
685550,612,2798,170,97,1,1,False,0.0,20200210,100.0,1,2,0,1,1,Geometry and Measure
29626,653,3923,112,49,0,1,False,0.0,20191108,0.0,2,2,0,1,1,Number
319929,376,3278,198,25,1,1,True,12.0,20200105,50.0,1,2,0,0,0,Number
992605,827,3615,203,42,0,1,False,0.0,20200312,0.0,0,2,0,1,1,Geometry and Measure
315740,520,3507,265,111,1,0,True,11.0,20200112,0.0,1,1,0,0,0,Geometry and Measure
1201111,212,3579,112,39,0,1,False,0.0,20191017,100.0,2,2,0,1,1,Number
115521,629,2982,314,68,0,0,False,0.0,20191008,0.0,2,1,0,1,1,Number
23965,659,5580,37,57,1,0,False,11.0,20190913,75.0,2,1,0,2,2,Number
974277,609,3529,53,30,0,1,False,0.0,20200318,0.0,0,2,0,1,1,Geometry and Measure
115916,707,4155,254,109,2,0,False,11.0,20191208,0.0,2,1,0,2,2,Number
750081,749,1457,363,63,0,1,False,0.0,20191107,100.0,2,2,0,1,1,Number
885593,167,3192,181,55,0,0,False,0.0,20200319,0.0,0,1,0,1,1,Algebra
1000867,540,2380,6,107,2,1,False,12.0,20200318,0.0,0,2,0,0,1,Geometry and Measure
1182679,276,4362,315,62,1,0,False,11.0,20191027,75.0,2,1,0,2,2,Number
1301162,111,5461,170,65,2,1,False,0.0,20200104,100.0,1,2,0,1,1,Number
455982,811,4988,345,66,0,1,False,0.0,20191205,0.0,2,2,0,1,1,Number
1265433,51,2202,334,66,0,1,False,0.0,20200211,0.0,1,2,0,1,1,Algebra
785962,284,3101,250,73,0,1,False,0.0,20191108,0.0,2,2,0,1,1,Number
627964,178,5455,288,64,2,0,False,11.0,20191104,0.0,2,1,0,2,1,Number
1061044,142,1201,308,84,1,0,False,11.0,20191201,0.0,2,1,0,2,2,Algebra
693200,31,1247,248,109,1,0,True,12.0,20191202,0.0,2,1,0,0,0,Number
291327,695,5595,222,87,0,0,False,0.0,20200119,75.0,1,1,0,1,1,Geometry and Measure
553274,59,2210,107,73,1,1,True,11.0,20191010,0.0,2,2,0,2,0,Number
839242,913,1477,76,105,2,0,False,0.0,20200120,0.0,1,1,0,1,1,Geometry and Measure
72555,682,2950,53,105,0,1,False,0.0,20200226,0.0,1,2,0,1,1,Geometry and Measure
790938,31,2178,123,109,0,0,False,0.0,20200213,0.0,1,1,0,1,1,Number
738030,252,1514,308,64,1,0,False,11.0,20191104,0.0,2,1,0,2,2,Number
696613,922,4729,28,64,2,1,True,11.0,20191026,0.0,2,2,0,2,0,Number
1191063,727,2337,254,111,1,1,False,11.0,20200113,0.0,1,2,0,0,2,Geometry and Measure
1191255,259,4656,64,66,2,1,False,12.0,20200130,0.0,1,2,0,0,2,Number
45959,912,2702,44,32,2,0,True,14.0,20200124,0.0,1,1,0,2,0,Number
834672,59,5170,221,73,1,1,True,11.0,20191103,0.0,2,2,0,2,0,Number
718889,790,4611,102,57,2,1,False,11.0,20190919,100.0,2,2,0,2,2,Number
884043,222,5278,137,18,2,1,False,11.0,20190924,100.0,2,2,0,2,2,Geometry and Measure
508624,882,1580,102,5,1,1,True,11.0,20191120,0.0,2,2,0,2,0,Number
1136883,201,3864,303,59,2,1,False,11.0,20200306,0.0,0,2,0,2,2,Geometry and Measure
1225663,34,5055,155,5,1,0,False,11.0,20191118,0.0,2,1,0,2,2,Number
509353,610,2995,82,9,1,0,True,11.0,20200105,0.0,1,1,0,2,0,Algebra
325211,248,1943,342,25,1,1,False,0.0,20200312,0.0,0,2,0,1,1,Number
527258,823,5531,82,97,2,1,False,11.0,20200224,100.0,1,2,0,2,2,Geometry and Measure
74473,898,4896,194,86,0,1,False,0.0,20200130,0.0,1,2,0,1,1,Algebra
719577,87,194,178,18,2,0,False,0.0,20191214,0.0,2,1,0,1,1,Geometry and Measure
317290,490,5622,248,115,2,1,False,12.0,20200214,0.0,1,2,0,0,2,Algebra
105774,16,4277,230,101,1,1,False,11.0,20191103,100.0,2,2,0,2,2,Number
1066411,581,3067,179,18,2,1,False,11.0,20190918,100.0,2,2,0,2,2,Number
744526,161,1579,332,62,1,0,False,11.0,20191121,0.0,2,1,0,2,2,Number
670045,532,4977,295,3,1,0,True,11.0,20200323,0.0,0,1,0,2,0,Geometry and Measure
391186,844,4972,336,37,0,1,False,0.0,20200117,0.0,1,2,0,1,1,Algebra
450398,177,3287,360,62,1,0,False,0.0,20191211,0.0,2,1,0,1,1,Number
59883,684,2208,71,18,2,0,False,11.0,20190930,100.0,2,1,0,2,1,Geometry and Measure
1370038,327,777,260,17,1,1,False,11.0,20191107,100.0,2,2,0,2,2,Number
1034499,579,468,318,86,1,1,False,11.0,20191203,0.0,2,2,0,2,2,Algebra
627030,369,2272,363,17,0,0,False,0.0,20191022,75.0,2,1,0,1,1,Number
248132,491,3870,32,18,2,0,False,0.0,20190926,0.0,2,1,0,1,1,Number
1121559,537,4754,37,103,2,0,False,12.0,20200320,0.0,0,1,0,0,1,Geometry and Measure
565550,840,3141,281,66,0,1,False,0.0,20200213,0.0,1,2,0,1,1,Number
779190,545,5860,388,25,1,0,True,11.0,20191228,0.0,2,1,0,2,0,Algebra
677798,363,4183,203,88,0,0,False,0.0,20200116,0.0,1,1,0,1,1,Geometry and Measure
637618,435,677,76,101,1,0,False,0.0,20200108,50.0,1,1,0,1,1,Number
1032147,59,852,170,73,0,1,False,0.0,20191204,0.0,2,2,0,1,1,Number
782461,217,4322,163,86,2,1,False,11.0,20191217,0.0,2,2,0,2,2,Algebra
510333,439,1057,84,25,1,0,False,11.0,20200105,75.0,1,1,0,2,2,Geometry and Measure
85489,272,2955,180,3,0,1,False,0.0,20200420,0.0,0,2,0,1,1,Geometry and Measure
18942,473,1700,216,57,1,1,False,12.0,20200320,0.0,0,2,0,0,0,Number
174826,750,5818,187,97,2,1,True,11.0,20200130,0.0,1,2,0,2,0,Geometry and Measure
56471,6,2850,334,66,0,1,False,0.0,20200211,0.0,1,2,0,1,1,Number
451250,837,4133,180,6,0,0,False,0.0,20200313,0.0,0,1,0,1,1,Geometry and Measure
731409,514,3314,300,97,2,0,False,11.0,20200121,0.0,1,1,0,2,1,Geometry and Measure
1376737,370,1294,305,37,2,0,False,11.0,20191209,0.0,2,1,0,2,1,Algebra
145215,691,6020,37,75,2,1,False,11.0,20191008,100.0,2,2,0,2,2,Geometry and Measure
1354218,570,6074,93,50,2,1,False,12.0,20191124,100.0,2,2,0,0,2,Algebra
450222,265,4788,11,88,0,1,False,0.0,20200123,100.0,1,2,0,1,1,Geometry and Measure
164657,65,5273,379,53,1,1,True,11.0,20191008,0.0,2,2,0,2,0,Number
73217,65,4026,387,53,0,1,False,0.0,20190927,0.0,2,2,0,1,1,Number
766130,488,4333,180,87,0,1,False,0.0,20200213,0.0,1,2,0,1,1,Geometry and Measure
564405,658,5950,170,9,2,0,False,0.0,20200104,100.0,1,1,0,1,1,Algebra
669676,513,3251,46,49,0,1,False,0.0,20191023,0.0,2,2,0,1,1,Number
473469,368,452,254,25,1,0,False,11.0,20191214,0.0,2,1,0,2,2,Number
469318,814,5792,202,85,2,1,False,12.0,20200204,100.0,1,2,0,0,2,Geometry and Measure
1273798,39,1588,104,88,1,1,True,11.0,20200103,0.0,1,2,0,2,0,Geometry and Measure
267463,811,1585,163,66,2,1,False,11.0,20191227,0.0,2,2,0,2,1,Number
322933,589,4211,339,86,0,0,False,0.0,20200113,0.0,1,1,0,1,1,Algebra
413546,116,3019,321,59,1,1,False,12.0,20200211,0.0,1,2,0,0,0,Geometry and Measure
203591,463,2000,368,46,0,1,False,0.0,20191209,0.0,2,2,0,1,1,Number
47518,650,5362,211,62,1,1,True,11.0,20191030,0.0,2,2,0,2,2,Number
398530,732,3190,84,5,1,1,False,11.0,20191125,25.0,2,2,0,2,2,Number
489234,199,94,163,64,1,1,False,11.0,20191113,0.0,2,2,0,2,2,Number
938668,494,386,200,53,2,0,False,11.0,20200112,0.0,1,1,0,2,2,Number
228846,749,98,123,63,0,0,False,0.0,20200107,75.0,1,1,0,1,1,Number
1172277,885,4600,64,84,2,0,False,11.0,20200106,0.0,1,1,0,2,1,Algebra
329337,171,5215,255,59,2,1,False,0.0,20200212,0.0,1,2,0,1,1,Geometry and Measure
390015,185,374,260,46,1,1,False,11.0,20191124,0.0,2,2,0,2,2,Number
1997,819,154,368,32,0,1,False,0.0,20191107,75.0,2,2,0,1,1,Number
1174102,642,1333,259,37,0,0,False,0.0,20200313,25.0,0,1,0,1,1,Algebra
1252200,772,3571,17,78,0,1,False,0.0,20200208,0.0,1,2,0,1,1,Geometry and Measure
485282,926,3503,313,65,2,1,False,11.0,20191124,0.0,2,2,0,2,2,Number
56450,877,4811,11,55,0,1,False,0.0,20200311,0.0,0,2,0,1,1,Algebra
146796,3,5026,155,46,1,1,True,12.0,20191125,100.0,2,2,0,0,0,Number
113108,324,1047,187,8,1,1,False,12.0,20200331,0.0,0,2,0,0,1,Geometry and Measure
711585,95,3059,8,36,1,0,False,11.0,20200309,0.0,0,1,0,2,2,Geometry and Measure
354206,230,5816,188,50,0,0,False,0.0,20200213,0.0,1,1,0,1,1,Algebra
794383,934,860,350,9,2,0,False,12.0,20191202,0.0,2,1,0,0,1,Algebra
199606,514,1804,254,97,2,0,True,12.0,20200306,0.0,0,1,0,0,0,Geometry and Measure
463160,275,2023,155,19,2,0,False,12.0,20200323,75.0,0,1,0,0,1,Geometry and Measure
281400,311,4940,181,46,0,1,False,0.0,20191203,100.0,2,2,0,1,1,Number
1036948,599,2190,27,64,1,0,False,11.0,20191106,0.0,2,1,0,2,2,Number
37407,541,5622,228,72,2,0,False,12.0,20200317,0.0,0,1,0,0,1,Geometry and Measure
900601,171,6101,332,59,1,1,False,11.0,20200124,0.0,1,2,0,2,2,Geometry and Measure
616300,583,4850,265,32,2,1,True,11.0,20191019,0.0,2,2,0,2,0,Number
368429,462,2786,185,111,2,1,False,11.0,20191222,100.0,2,2,0,2,2,Geometry and Measure
145051,66,155,202,113,1,1,False,11.0,20200210,0.0,1,2,0,2,2,Geometry and Measure
1033734,214,4133,180,111,0,1,False,0.0,20191211,0.0,2,2,0,1,1,Geometry and Measure
300897,346,520,211,49,1,0,True,11.0,20191013,0.0,2,1,0,2,0,Number
110875,785,6104,14,101,2,1,True,11.0,20191124,0.0,2,2,0,2,0,Number
1164489,342,5022,310,53,1,0,False,0.0,20191013,0.0,2,1,0,1,1,Number
281047,926,1350,165,65,2,0,False,12.0,20191203,100.0,2,1,0,0,1,Number
503577,924,2143,371,68,0,1,False,0.0,20191009,100.0,2,2,0,1,1,Number
1198887,540,3260,129,107,1,1,False,0.0,20200319,0.0,0,2,0,1,1,Geometry and Measure
345164,365,5096,163,78,2,0,True,12.0,20200103,0.0,1,1,0,0,0,Geometry and Measure
891256,373,2795,376,49,2,1,False,0.0,20191028,0.0,2,2,0,1,1,Number
28415,302,2574,288,19,1,0,True,11.0,20200327,0.0,0,1,0,2,2,Algebra
700294,634,5964,315,53,2,1,False,11.0,20191006,100.0,2,2,0,2,2,Number
1069668,683,5777,269,59,1,1,False,11.0,20200211,0.0,1,2,0,2,2,Geometry and Measure
211184,584,198,289,60,1,0,True,11.0,20200209,50.0,1,1,0,2,0,Algebra
1109011,786,3953,124,46,0,1,False,0.0,20191118,0.0,2,2,0,1,1,Number
1024595,169,4632,181,39,0,0,False,0.0,20190928,0.0,2,1,0,1,1,Number
1149418,421,2302,312,37,0,1,False,0.0,20200211,0.0,1,2,0,1,1,Algebra
443881,873,1584,26,88,1,0,False,0.0,20200129,0.0,1,1,0,1,1,Geometry and Measure
58021,632,3562,211,117,2,0,False,11.0,20200417,0.0,0,1,0,2,1,Number
507080,461,4307,165,62,2,1,True,11.0,20191113,0.0,2,2,0,2,0,Number
1209161,941,1508,382,46,1,0,True,11.0,20191120,0.0,2,1,0,2,2,Number
1220963,889,1176,174,68,2,1,True,11.0,20191008,50.0,2,2,0,2,0,Number
833114,623,1208,253,65,0,0,False,0.0,20200108,0.0,1,1,0,1,1,Number
1088702,934,715,380,9,2,0,True,11.0,20191213,0.0,2,1,0,2,0,Algebra
1226963,453,2175,170,84,1,1,False,0.0,20200108,0.0,1,2,0,1,1,Algebra
308523,867,3876,368,64,0,1,False,0.0,20191122,75.0,2,2,0,1,1,Number
13307,69,3783,319,63,0,0,False,0.0,20191209,0.0,2,1,0,1,1,Number
567897,319,373,202,37,2,0,False,11.0,20191118,100.0,2,1,0,2,2,Algebra
481880,645,2322,37,25,2,0,False,11.0,20200113,0.0,1,1,0,2,1,Number
81690,361,3993,227,5,0,0,False,0.0,20191114,0.0,2,1,0,1,1,Number
1300952,834,3638,128,25,0,0,False,0.0,20191218,0.0,2,1,0,1,1,Algebra
952554,439,752,160,25,0,0,False,0.0,20200107,0.0,1,1,0,1,1,Geometry and Measure
1114592,446,1811,218,32,2,1,False,12.0,20200415,0.0,0,2,0,0,2,Number
364497,233,1429,248,63,1,0,False,11.0,20191114,0.0,2,1,0,2,2,Number
407154,228,5188,53,77,1,1,False,11.0,20200310,0.0,0,2,0,2,2,Algebra
697291,935,2469,82,113,2,0,False,12.0,20200129,100.0,1,1,0,0,1,Geometry and Measure
1378891,75,2900,295,73,2,0,True,11.0,20191114,0.0,2,1,0,0,0,Number
207915,8,4138,145,101,2,1,False,12.0,20191108,0.0,2,2,0,0,1,Number
1285122,820,4539,241,105,0,0,False,0.0,20200320,0.0,0,1,0,1,1,Geometry and Measure
1297529,506,3403,370,57,2,1,False,11.0,20190918,50.0,2,2,0,2,2,Number
442914,277,4376,17,97,0,0,False,0.0,20200228,0.0,1,1,0,1,1,Geometry and Measure
182217,69,2206,84,63,2,0,False,11.0,20191112,75.0,2,1,0,2,1,Number
1277438,573,4929,346,12,2,0,False,11.0,20200313,0.0,0,1,0,2,1,Geometry and Measure
519196,24,6147,83,5,0,1,False,0.0,20191212,0.0,2,2,0,1,1,Number
1346180,10,1064,251,55,0,0,False,0.0,20200213,0.0,1,1,0,1,1,Algebra
805976,727,4600,64,111,2,1,False,11.0,20200106,0.0,1,2,0,2,1,Geometry and Measure
1094165,640,825,371,68,0,0,False,0.0,20191009,50.0,2,1,0,1,1,Number
897558,229,1951,100,77,1,0,False,0.0,20200402,0.0,0,1,0,1,1,Geometry and Measure
611201,814,5062,216,85,2,0,False,12.0,20200428,0.0,0,1,0,0,1,Geometry and Measure
541213,588,5413,53,30,2,1,False,11.0,20200303,0.0,0,2,0,1,1,Number
76704,507,1563,166,78,1,1,True,12.0,20200202,0.0,1,2,0,0,0,Geometry and Measure
1078502,154,4547,250,39,0,1,False,0.0,20191020,100.0,2,2,0,1,1,Number
452299,276,4637,230,62,2,1,False,11.0,20191104,0.0,2,2,0,2,1,Number
713916,439,2224,332,25,2,0,False,11.0,20200104,0.0,1,1,0,2,1,Geometry and Measure
1243660,508,4577,34,97,0,1,False,0.0,20200331,100.0,0,2,0,1,1,Geometry and Measure
927073,200,1196,310,107,1,0,False,0.0,20200320,0.0,0,1,0,1,1,Geometry and Measure
553925,805,4188,83,49,0,1,False,0.0,20191024,100.0,2,2,0,1,1,Number
214749,84,1029,380,88,2,0,False,12.0,20200104,0.0,1,1,0,0,1,Geometry and Measure
567711,298,190,265,78,2,0,False,12.0,20200117,0.0,1,1,0,0,1,Geometry and Measure
1012124,156,353,229,77,2,0,False,12.0,20200327,0.0,0,1,0,0,1,Geometry and Measure
908160,177,4751,82,62,1,0,False,11.0,20191113,50.0,2,1,0,2,2,Number
1127247,605,3242,371,65,0,0,False,0.0,20191118,0.0,2,1,0,1,1,Number
592191,89,2737,206,111,2,0,False,0.0,20200122,0.0,1,1,0,1,1,Geometry and Measure
653137,311,2268,208,46,1,0,False,0.0,20191202,50.0,2,1,0,1,1,Number
779107,19,3567,43,32,0,0,False,0.0,20200203,0.0,1,1,0,1,1,Number
853999,735,5281,228,39,2,0,False,11.0,20190922,100.0,2,1,0,2,1,Number
481131,881,3328,376,32,1,1,False,0.0,20191106,75.0,2,2,0,1,1,Number
877034,610,1766,286,9,0,1,False,0.0,20200120,0.0,1,2,0,1,1,Algebra
50615,328,2155,117,25,2,0,False,0.0,20200115,0.0,1,1,0,1,1,Algebra
201089,439,470,295,25,2,0,False,11.0,20200123,0.0,1,1,0,2,1,Geometry and Measure
1244569,30,4856,9,37,1,0,False,11.0,20191209,0.0,2,1,0,2,2,Algebra
351618,840,1966,198,66,2,1,False,12.0,20191223,100.0,2,2,0,0,2,Number
459511,526,852,170,6,0,1,False,0.0,20200228,0.0,1,2,0,1,1,Geometry and Measure
51151,291,4062,370,50,0,0,False,0.0,20191124,0.0,2,1,0,1,1,Algebra
1274093,811,3996,311,66,2,1,False,11.0,20191231,0.0,2,2,0,2,2,Number
965755,551,3300,363,37,1,0,False,12.0,20191107,0.0,2,1,0,0,1,Algebra
755023,881,2956,153,32,2,1,False,0.0,20191101,100.0,2,2,0,1,1,Number
627962,236,447,218,88,2,1,False,12.0,20200320,0.0,0,2,0,0,2,Geometry and Measure
773897,791,2051,250,17,0,0,False,0.0,20191109,0.0,2,1,0,1,1,Number
1070050,762,5646,251,6,0,0,False,0.0,20200314,0.0,0,1,0,1,1,Algebra
521957,635,6020,37,46,2,0,False,12.0,20191120,0.0,2,1,0,0,1,Number
237563,3,5781,202,46,2,0,False,11.0,20191119,0.0,2,1,0,2,1,Number
789866,212,5299,289,39,2,1,True,12.0,20191104,75.0,2,2,0,0,0,Number
1263106,599,710,193,64,0,0,False,0.0,20191022,0.0,2,1,0,1,1,Number
221713,436,4392,155,109,2,0,False,11.0,20191206,0.0,2,1,0,2,2,Number
603404,565,4854,283,55,0,0,False,0.0,20200206,0.0,1,1,0,1,1,Algebra
1170291,110,2926,186,115,0,1,False,0.0,20200314,25.0,0,2,0,1,1,Algebra
553591,479,6029,150,118,2,0,False,12.0,20200405,100.0,0,1,0,0,1,Number
1103685,882,1871,144,5,1,0,False,11.0,20191216,0.0,2,1,0,2,2,Number
1131135,836,4600,64,37,2,0,False,11.0,20200106,0.0,1,1,0,2,1,Algebra
1211580,833,4374,313,62,1,0,False,12.0,20191114,0.0,2,1,0,0,1,Number
169122,484,4537,227,111,0,0,False,0.0,20191205,0.0,2,1,0,1,1,Geometry and Measure
227885,853,601,216,47,2,1,False,12.0,20200409,0.0,0,2,0,0,1,Geometry and Measure
585415,706,898,216,18,2,0,False,12.0,20200325,0.0,0,1,0,0,1,Number
455406,697,1670,37,8,2,1,False,12.0,20200420,0.0,0,2,0,0,2,Geometry and Measure
98766,91,1641,283,37,0,0,False,0.0,20191117,0.0,2,1,0,1,1,Algebra
1232428,22,492,187,53,2,0,False,12.0,20200417,0.0,0,1,0,0,1,Number
500747,836,3883,313,37,2,0,False,11.0,20200117,0.0,1,1,0,2,1,Algebra
1084391,4,5849,381,113,2,0,False,0.0,20200220,0.0,1,1,0,1,1,Geometry and Measure
534405,402,3111,119,5,1,0,False,12.0,20200319,0.0,0,1,0,0,1,Number
76404,295,3560,129,88,1,0,False,0.0,20200130,0.0,1,1,0,1,1,Geometry and Measure
1030237,706,952,35,18,0,0,False,0.0,20191014,0.0,2,1,0,1,1,Number
664194,898,4340,93,86,1,1,False,11.0,20191208,75.0,2,2,0,2,2,Algebra
724600,330,1670,37,12,2,1,False,12.0,20200413,0.0,0,2,0,0,2,Geometry and Measure
1076893,652,2517,96,77,1,0,False,0.0,20200403,0.0,0,1,0,1,1,Number
959013,725,5092,170,19,0,0,False,0.0,20200315,0.0,0,1,0,1,1,Algebra
1059193,248,2117,278,25,1,1,False,0.0,20191126,100.0,2,2,0,1,1,Number
306730,677,4854,283,66,0,1,False,0.0,20200106,0.0,1,2,0,1,1,Number
132728,362,6033,20,97,1,0,True,11.0,20200326,0.0,0,1,0,2,0,Geometry and Measure
152575,439,187,244,25,0,1,False,0.0,20200111,0.0,1,2,0,1,1,Geometry and Measure
903002,19,2358,115,32,0,1,False,0.0,20191112,0.0,2,2,0,1,1,Number
465093,379,4829,317,9,0,0,False,0.0,20200131,0.0,1,1,0,1,1,Algebra
14463,486,5385,32,49,1,0,False,0.0,20191027,25.0,2,1,0,1,1,Number
279863,274,1841,82,88,1,0,True,12.0,20200122,50.0,1,1,0,0,0,Geometry and Measure
825468,513,5017,285,49,0,1,False,0.0,20191110,0.0,2,2,0,1,1,Number
563595,314,2633,175,62,2,1,False,12.0,20191118,25.0,2,2,0,0,2,Number
572280,885,1778,27,84,2,1,False,12.0,20191205,100.0,2,2,0,0,2,Algebra
848857,410,1244,368,68,0,1,False,0.0,20191107,100.0,2,2,0,1,1,Number
451606,717,4324,350,66,2,0,False,11.0,20200113,0.0,1,1,0,2,1,Algebra
1158303,485,6034,83,17,0,1,False,0.0,20191112,0.0,2,2,0,1,1,Number
273042,561,1751,163,8,2,0,False,12.0,20200311,0.0,0,1,0,0,1,Geometry and Measure
235732,184,690,366,84,2,0,False,11.0,20191206,0.0,2,1,0,2,1,Algebra
354533,575,2149,308,91,2,0,True,12.0,20200324,0.0,0,1,0,0,0,Geometry and Measure
1296064,610,2715,211,9,2,1,True,12.0,20191201,0.0,2,2,0,0,0,Algebra
1326885,231,3089,332,59,2,1,False,12.0,20200124,100.0,1,2,0,0,2,Geometry and Measure
1039209,204,3358,328,6,2,1,False,12.0,20200229,0.0,1,2,0,0,1,Algebra
277457,394,4322,163,88,2,1,False,11.0,20191231,100.0,2,2,0,2,2,Geometry and Measure
394178,890,5807,165,73,1,1,False,11.0,20191021,50.0,2,2,0,2,2,Number
252120,439,1836,53,30,1,1,False,0.0,20191219,0.0,2,2,0,1,1,Geometry and Measure
1366191,295,1351,378,88,0,1,False,0.0,20200128,75.0,1,2,0,1,1,Geometry and Measure
327891,235,2021,382,6,1,0,True,12.0,20200311,0.0,0,1,0,0,1,Algebra
780387,186,741,211,5,2,0,False,12.0,20191102,0.0,2,1,0,0,1,Number
748718,856,4245,139,37,0,0,False,0.0,20200117,0.0,1,1,0,1,1,Algebra
193751,360,572,150,65,2,0,True,11.0,20191207,0.0,2,1,0,2,0,Number
1342915,385,2358,304,50,0,1,False,0.0,20200129,0.0,1,2,0,1,1,Algebra
700387,627,5885,179,49,1,1,False,11.0,20191014,0.0,2,2,0,2,2,Number
512947,605,5536,91,65,0,0,False,0.0,20191124,75.0,2,1,0,1,1,Number
775573,727,1437,125,111,0,1,False,0.0,20191216,0.0,2,2,0,1,1,Geometry and Measure
657370,723,5092,170,12,0,1,False,0.0,20200419,0.0,0,2,0,1,1,Geometry and Measure
821669,670,2962,131,37,2,0,False,12.0,20191108,0.0,2,1,0,2,1,Algebra
838008,347,2851,53,30,1,1,False,12.0,20200428,0.0,0,2,0,1,1,Number
789754,599,1112,10,64,0,0,False,0.0,20191110,0.0,2,1,0,1,1,Number
950668,100,2926,186,112,0,1,False,0.0,20200429,0.0,0,2,0,1,1,Number
1071286,316,5648,245,72,1,0,False,0.0,20200416,0.0,0,1,0,1,1,Geometry and Measure
134066,473,2515,380,57,1,1,True,12.0,20190922,75.0,2,2,0,0,0,Number
709014,551,5968,368,37,0,0,False,0.0,20200117,0.0,1,1,0,1,1,Algebra
406322,250,5576,282,5,0,1,False,0.0,20191202,0.0,2,2,0,1,1,Number
311993,171,2516,244,59,0,0,False,0.0,20200316,0.0,0,1,0,1,1,Geometry and Measure
1012441,873,666,149,88,1,0,True,12.0,20191212,25.0,2,1,0,0,0,Geometry and Measure
1077919,523,236,11,66,0,0,False,0.0,20200107,75.0,1,1,0,1,1,Algebra
1253775,696,1930,146,73,1,1,False,11.0,20191120,0.0,2,2,0,2,2,Number
170122,734,3627,208,95,1,0,False,0.0,20200302,0.0,0,1,0,1,1,Geometry and Measure
1098220,641,4779,292,55,0,0,False,0.0,20200306,0.0,0,1,0,1,1,Algebra
92496,217,6050,254,86,1,1,False,12.0,20200107,0.0,1,2,0,0,1,Algebra
1254818,289,5580,37,75,1,1,False,11.0,20191004,0.0,2,2,0,2,2,Number
991550,19,265,219,32,1,1,False,11.0,20191015,100.0,2,2,0,2,2,Number
371267,806,1685,275,59,0,0,False,0.0,20200224,0.0,1,1,0,1,1,Geometry and Measure
1219953,282,1474,305,65,2,0,False,11.0,20191210,0.0,2,1,0,2,1,Number
128541,622,3099,136,6,1,0,False,11.0,20200308,0.0,0,1,0,2,2,Geometry and Measure
1292964,731,1943,342,97,1,1,False,0.0,20200306,0.0,0,2,0,1,1,Geometry and Measure
1330020,370,115,83,37,0,0,False,0.0,20191213,0.0,2,1,0,1,1,Algebra
1151426,561,1181,51,8,2,0,False,0.0,20200406,0.0,0,1,0,1,1,Geometry and Measure
340954,88,3681,41,101,0,0,False,0.0,20191112,50.0,2,1,0,1,1,Number
627047,14,1829,226,92,1,0,False,0.0,20200105,0.0,1,1,0,0,2,Geometry and Measure
759516,362,527,11,97,0,0,False,0.0,20200225,0.0,1,1,0,1,1,Geometry and Measure
